Resource,Derating_Factor_1,Derating_Factor_2,Derating_Factor_3,Derating_Factor_4,Derating_Factor_5,Derating_Factor_6,Derating_Factor_7
shanxi_dpv_existing2030,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shandong_dpv_existing2030,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_dpv_existing2030,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengdong_dpv_existing2030,0.0,0.1,0.0,0.0,0.0,0.0,0.0
liaoning_dpv_existing2030,0.0,0.1,0.0,0.0,0.0,0.0,0.0
jilin_dpv_existing2030,0.0,0.1,0.0,0.0,0.0,0.0,0.0
heilongjiang_dpv_existing2030,0.0,0.1,0.0,0.0,0.0,0.0,0.0
shanghai_dpv_existing2030,0.0,0.0,0.1,0.0,0.0,0.0,0.0
jiangsu_dpv_existing2030,0.0,0.0,0.1,0.0,0.0,0.0,0.0
zhejiang_dpv_existing2030,0.0,0.0,0.1,0.0,0.0,0.0,0.0
anhui_dpv_existing2030,0.0,0.0,0.1,0.0,0.0,0.0,0.0
fujian_dpv_existing2030,0.0,0.0,0.1,0.0,0.0,0.0,0.0
jiangxi_dpv_existing2030,0.0,0.0,0.0,0.1,0.0,0.0,0.0
henan_dpv_existing2030,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hubei_dpv_existing2030,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hunan_dpv_existing2030,0.0,0.0,0.0,0.1,0.0,0.0,0.0
chongqing_dpv_existing2030,0.0,0.0,0.0,0.0,0.1,0.0,0.0
sichuan_dpv_existing2030,0.0,0.0,0.0,0.0,0.1,0.0,0.0
xizang_dpv_existing2030,0.0,0.0,0.0,0.0,0.1,0.0,0.0
shaanxi_dpv_existing2030,0.0,0.0,0.0,0.0,0.0,0.1,0.0
gansu_dpv_existing2030,0.0,0.0,0.0,0.0,0.0,0.1,0.0
qinghai_dpv_existing2030,0.0,0.0,0.0,0.0,0.0,0.1,0.0
ningxia_dpv_existing2030,0.0,0.0,0.0,0.0,0.0,0.1,0.0
xinjiang_dpv_existing2030,0.0,0.0,0.0,0.0,0.0,0.1,0.0
guangdong_dpv_existing2030,0.0,0.0,0.0,0.0,0.0,0.0,0.1
guangxi_dpv_existing2030,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hainan_dpv_existing2030,0.0,0.0,0.0,0.0,0.0,0.0,0.1
guizhou_dpv_existing2030,0.0,0.0,0.0,0.0,0.0,0.0,0.1
yunnan_dpv_existing2030,0.0,0.0,0.0,0.0,0.0,0.0,0.1
beijing_upv_existing20301,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_upv_existing20301,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_upv_existing20302,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_upv_existing20301,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_upv_existing20302,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_upv_existing20303,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_mega_in_upv_existing20302,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengdong_mega_in_upv_existing20301,0.0,0.1,0.0,0.0,0.0,0.0,0.0
jilin_mega_in_upv_existing20301,0.0,0.1,0.0,0.0,0.0,0.0,0.0
jilin_upv_existing20303,0.0,0.1,0.0,0.0,0.0,0.0,0.0
anhui_upv_existing20301,0.0,0.0,0.1,0.0,0.0,0.0,0.0
anhui_upv_existing20302,0.0,0.0,0.1,0.0,0.0,0.0,0.0
anhui_upv_existing20303,0.0,0.0,0.1,0.0,0.0,0.0,0.0
fujian_upv_existing20301,0.0,0.0,0.1,0.0,0.0,0.0,0.0
fujian_upv_existing20302,0.0,0.0,0.1,0.0,0.0,0.0,0.0
jiangxi_upv_existing20301,0.0,0.0,0.0,0.1,0.0,0.0,0.0
jiangxi_upv_existing20302,0.0,0.0,0.0,0.1,0.0,0.0,0.0
henan_upv_existing20301,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hubei_upv_existing20301,0.0,0.0,0.0,0.1,0.0,0.0,0.0
sichuan_upv_existing20306,0.0,0.0,0.0,0.0,0.1,0.0,0.0
xizang_upv_existing20301,0.0,0.0,0.0,0.0,0.1,0.0,0.0
xizang_upv_existing20303,0.0,0.0,0.0,0.0,0.1,0.0,0.0
shaanxi_upv_existing20301,0.0,0.0,0.0,0.0,0.0,0.1,0.0
gansu_mega_in_upv_existing20301,0.0,0.0,0.0,0.0,0.0,0.1,0.0
gansu_upv_existing20301,0.0,0.0,0.0,0.0,0.0,0.1,0.0
gansu_mega_in_upv_existing20302,0.0,0.0,0.0,0.0,0.0,0.1,0.0
gansu_mega_in_upv_existing20303,0.0,0.0,0.0,0.0,0.0,0.1,0.0
gansu_upv_existing20303,0.0,0.0,0.0,0.0,0.0,0.1,0.0
qinghai_mega_in_upv_existing20301,0.0,0.0,0.0,0.0,0.0,0.1,0.0
ningxia_mega_in_upv_existing20301,0.0,0.0,0.0,0.0,0.0,0.1,0.0
ningxia_upv_existing20301,0.0,0.0,0.0,0.0,0.0,0.1,0.0
ningxia_mega_in_upv_existing20302,0.0,0.0,0.0,0.0,0.0,0.1,0.0
ningxia_upv_existing20302,0.0,0.0,0.0,0.0,0.0,0.1,0.0
ningxia_mega_in_upv_existing20303,0.0,0.0,0.0,0.0,0.0,0.1,0.0
xinjiang_mega_in_upv_existing20301,0.0,0.0,0.0,0.0,0.0,0.1,0.0
xinjiang_upv_existing20301,0.0,0.0,0.0,0.0,0.0,0.1,0.0
guangxi_upv_existing20301,0.0,0.0,0.0,0.0,0.0,0.0,0.1
guangxi_upv_existing20303,0.0,0.0,0.0,0.0,0.0,0.0,0.1
yunnan_upv_existing20301,0.0,0.0,0.0,0.0,0.0,0.0,0.1
SC2jinshang_upv_existing2030,0.0,0.0,0.0,0.1,0.0,0.0,0.0
SAX2shanwan_upv_existing2030,0.0,0.0,0.1,0.0,0.0,0.0,0.0
GS2ganzhe_upv_existing2030,0.0,0.0,0.1,0.0,0.0,0.0,0.0
QH2qinggui_upv_existing2030,0.0,0.0,0.0,0.0,0.0,0.0,0.1
SAX2shanyu_upv_existing2030,0.0,0.0,0.0,0.1,0.0,0.0,0.0
XJ2ruoqiang_upv_existing2030,0.0,0.0,0.0,0.0,0.1,0.0,0.0
GS2ganchuan_upv_existing2030,0.0,0.0,0.0,0.0,0.1,0.0,0.0
QH2qingyue_upv_existing2030,0.0,0.0,0.0,0.0,0.0,0.0,0.1
MX2menggan_upv_existing2030,0.0,0.0,0.0,0.1,0.0,0.0,0.0
MX2menghu_upv_existing2030,0.0,0.0,0.1,0.0,0.0,0.0,0.0
MX2mengsu_upv_existing2030,0.0,0.0,0.1,0.0,0.0,0.0,0.0
MX2mengwan_upv_existing2030,0.0,0.0,0.1,0.0,0.0,0.0,0.0
JL2songliao_upv_existing2030,0.1,0.0,0.0,0.0,0.0,0.0,0.0
MX2jilu_upv_existing2030,0.1,0.0,0.0,0.0,0.0,0.0,0.0
MX2jingjinji_upv_existing2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XZ2guangdong_upv_existing2030,0.0,0.0,0.0,0.0,0.0,0.0,0.1
beijing_onshorewind_existing20301,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_onshorewind_existing20302,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_onshorewind_existing20304,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_onshorewind_existing20305,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_onshorewind_existing20307,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_onshorewind_existing20309,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_onshorewind_existing203010,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_onshorewind_existing20306,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_onshorewind_existing20307,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_onshorewind_existing203010,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_onshorewind_existing203011,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_onshorewind_existing20304,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_onshorewind_existing20305,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_onshorewind_existing20308,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_onshorewind_existing20309,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_onshorewind_existing203010,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shandong_onshorewind_existing20302,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_mega_in_onshorewind_existing20301,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_onshorewind_existing20301,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_mega_in_onshorewind_existing20302,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_mega_in_onshorewind_existing20303,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_mega_in_onshorewind_existing20304,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_mega_in_onshorewind_existing20306,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_mega_in_onshorewind_existing20307,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_mega_in_onshorewind_existing20309,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_mega_in_onshorewind_existing203010,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_mega_in_onshorewind_existing203011,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_mega_in_onshorewind_existing203014,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengdong_mega_in_onshorewind_existing20301,0.0,0.1,0.0,0.0,0.0,0.0,0.0
mengdong_onshorewind_existing20301,0.0,0.1,0.0,0.0,0.0,0.0,0.0
mengdong_mega_in_onshorewind_existing20302,0.0,0.1,0.0,0.0,0.0,0.0,0.0
mengdong_mega_in_onshorewind_existing20303,0.0,0.1,0.0,0.0,0.0,0.0,0.0
mengdong_mega_in_onshorewind_existing20304,0.0,0.1,0.0,0.0,0.0,0.0,0.0
mengdong_onshorewind_existing20305,0.0,0.1,0.0,0.0,0.0,0.0,0.0
liaoning_onshorewind_existing20301,0.0,0.1,0.0,0.0,0.0,0.0,0.0
liaoning_onshorewind_existing20302,0.0,0.1,0.0,0.0,0.0,0.0,0.0
liaoning_onshorewind_existing20306,0.0,0.1,0.0,0.0,0.0,0.0,0.0
liaoning_onshorewind_existing20308,0.0,0.1,0.0,0.0,0.0,0.0,0.0
liaoning_onshorewind_existing203010,0.0,0.1,0.0,0.0,0.0,0.0,0.0
liaoning_onshorewind_existing203011,0.0,0.1,0.0,0.0,0.0,0.0,0.0
jilin_mega_in_onshorewind_existing20301,0.0,0.1,0.0,0.0,0.0,0.0,0.0
jilin_mega_in_onshorewind_existing20302,0.0,0.1,0.0,0.0,0.0,0.0,0.0
jilin_onshorewind_existing20302,0.0,0.1,0.0,0.0,0.0,0.0,0.0
jilin_mega_in_onshorewind_existing20303,0.0,0.1,0.0,0.0,0.0,0.0,0.0
heilongjiang_mega_in_onshorewind_existing20301,0.0,0.1,0.0,0.0,0.0,0.0,0.0
heilongjiang_mega_in_onshorewind_existing20302,0.0,0.1,0.0,0.0,0.0,0.0,0.0
heilongjiang_onshorewind_existing20302,0.0,0.1,0.0,0.0,0.0,0.0,0.0
heilongjiang_mega_in_onshorewind_existing20303,0.0,0.1,0.0,0.0,0.0,0.0,0.0
heilongjiang_onshorewind_existing20303,0.0,0.1,0.0,0.0,0.0,0.0,0.0
shanghai_onshorewind_existing20301,0.0,0.0,0.1,0.0,0.0,0.0,0.0
jiangsu_onshorewind_existing20302,0.0,0.0,0.1,0.0,0.0,0.0,0.0
jiangsu_onshorewind_existing20303,0.0,0.0,0.1,0.0,0.0,0.0,0.0
jiangsu_onshorewind_existing20304,0.0,0.0,0.1,0.0,0.0,0.0,0.0
jiangsu_onshorewind_existing20308,0.0,0.0,0.1,0.0,0.0,0.0,0.0
jiangsu_onshorewind_existing203010,0.0,0.0,0.1,0.0,0.0,0.0,0.0
anhui_onshorewind_existing20302,0.0,0.0,0.1,0.0,0.0,0.0,0.0
anhui_onshorewind_existing20306,0.0,0.0,0.1,0.0,0.0,0.0,0.0
anhui_onshorewind_existing20307,0.0,0.0,0.1,0.0,0.0,0.0,0.0
anhui_onshorewind_existing203010,0.0,0.0,0.1,0.0,0.0,0.0,0.0
fujian_onshorewind_existing20301,0.0,0.0,0.1,0.0,0.0,0.0,0.0
jiangxi_onshorewind_existing20307,0.0,0.0,0.0,0.1,0.0,0.0,0.0
jiangxi_onshorewind_existing20309,0.0,0.0,0.0,0.1,0.0,0.0,0.0
jiangxi_onshorewind_existing203011,0.0,0.0,0.0,0.1,0.0,0.0,0.0
jiangxi_onshorewind_existing203013,0.0,0.0,0.0,0.1,0.0,0.0,0.0
henan_onshorewind_existing20302,0.0,0.0,0.0,0.1,0.0,0.0,0.0
henan_onshorewind_existing20303,0.0,0.0,0.0,0.1,0.0,0.0,0.0
henan_onshorewind_existing203012,0.0,0.0,0.0,0.1,0.0,0.0,0.0
henan_onshorewind_existing203013,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hubei_onshorewind_existing20301,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hubei_onshorewind_existing20303,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hubei_onshorewind_existing20305,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hubei_onshorewind_existing203011,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hubei_onshorewind_existing203014,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hunan_onshorewind_existing20301,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hunan_onshorewind_existing20305,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hunan_onshorewind_existing20308,0.0,0.0,0.0,0.1,0.0,0.0,0.0
hunan_onshorewind_existing203013,0.0,0.0,0.0,0.1,0.0,0.0,0.0
sichuan_onshorewind_existing20301,0.0,0.0,0.0,0.0,0.1,0.0,0.0
sichuan_onshorewind_existing20304,0.0,0.0,0.0,0.0,0.1,0.0,0.0
xizang_onshorewind_existing20304,0.0,0.0,0.0,0.0,0.1,0.0,0.0
shaanxi_mega_in_onshorewind_existing20301,0.0,0.0,0.0,0.0,0.0,0.1,0.0
shaanxi_mega_in_onshorewind_existing20302,0.0,0.0,0.0,0.0,0.0,0.1,0.0
shaanxi_onshorewind_existing20302,0.0,0.0,0.0,0.0,0.0,0.1,0.0
shaanxi_onshorewind_existing20307,0.0,0.0,0.0,0.0,0.0,0.1,0.0
gansu_mega_in_onshorewind_existing20302,0.0,0.0,0.0,0.0,0.0,0.1,0.0
gansu_mega_in_onshorewind_existing20303,0.0,0.0,0.0,0.0,0.0,0.1,0.0
gansu_mega_in_onshorewind_existing20304,0.0,0.0,0.0,0.0,0.0,0.1,0.0
qinghai_onshorewind_existing20304,0.0,0.0,0.0,0.0,0.0,0.1,0.0
ningxia_mega_in_onshorewind_existing20301,0.0,0.0,0.0,0.0,0.0,0.1,0.0
ningxia_onshorewind_existing20301,0.0,0.0,0.0,0.0,0.0,0.1,0.0
ningxia_mega_in_onshorewind_existing20302,0.0,0.0,0.0,0.0,0.0,0.1,0.0
ningxia_onshorewind_existing20302,0.0,0.0,0.0,0.0,0.0,0.1,0.0
ningxia_mega_in_onshorewind_existing20303,0.0,0.0,0.0,0.0,0.0,0.1,0.0
ningxia_mega_in_onshorewind_existing20304,0.0,0.0,0.0,0.0,0.0,0.1,0.0
ningxia_mega_in_onshorewind_existing20305,0.0,0.0,0.0,0.0,0.0,0.1,0.0
xinjiang_mega_in_onshorewind_existing20301,0.0,0.0,0.0,0.0,0.0,0.1,0.0
xinjiang_onshorewind_existing20301,0.0,0.0,0.0,0.0,0.0,0.1,0.0
xinjiang_mega_in_onshorewind_existing20302,0.0,0.0,0.0,0.0,0.0,0.1,0.0
xinjiang_mega_in_onshorewind_existing20303,0.0,0.0,0.0,0.0,0.0,0.1,0.0
xinjiang_mega_in_onshorewind_existing20307,0.0,0.0,0.0,0.0,0.0,0.1,0.0
xinjiang_mega_in_onshorewind_existing20308,0.0,0.0,0.0,0.0,0.0,0.1,0.0
xinjiang_mega_in_onshorewind_existing20309,0.0,0.0,0.0,0.0,0.0,0.1,0.0
guangdong_onshorewind_existing20307,0.0,0.0,0.0,0.0,0.0,0.0,0.1
guangdong_onshorewind_existing203012,0.0,0.0,0.0,0.0,0.0,0.0,0.1
guangxi_onshorewind_existing20302,0.0,0.0,0.0,0.0,0.0,0.0,0.1
guangxi_onshorewind_existing20303,0.0,0.0,0.0,0.0,0.0,0.0,0.1
guangxi_onshorewind_existing20309,0.0,0.0,0.0,0.0,0.0,0.0,0.1
guizhou_onshorewind_existing20301,0.0,0.0,0.0,0.0,0.0,0.0,0.1
guizhou_onshorewind_existing20302,0.0,0.0,0.0,0.0,0.0,0.0,0.1
guizhou_onshorewind_existing20303,0.0,0.0,0.0,0.0,0.0,0.0,0.1
yunnan_onshorewind_existing20301,0.0,0.0,0.0,0.0,0.0,0.0,0.1
yunnan_onshorewind_existing20302,0.0,0.0,0.0,0.0,0.0,0.0,0.1
SC2jinshang_onshorewind_existing2030,0.0,0.0,0.0,0.1,0.0,0.0,0.0
SAX2shanwan_onshorewind_existing2030,0.0,0.0,0.1,0.0,0.0,0.0,0.0
GS2ganzhe_onshorewind_existing2030,0.0,0.0,0.1,0.0,0.0,0.0,0.0
QH2qinggui_onshorewind_existing2030,0.0,0.0,0.0,0.0,0.0,0.0,0.1
SAX2shanyu_onshorewind_existing2030,0.0,0.0,0.0,0.1,0.0,0.0,0.0
XJ2ruoqiang_onshorewind_existing2030,0.0,0.0,0.0,0.0,0.1,0.0,0.0
GS2ganchuan_onshorewind_existing2030,0.0,0.0,0.0,0.0,0.1,0.0,0.0
QH2qingyue_onshorewind_existing2030,0.0,0.0,0.0,0.0,0.0,0.0,0.1
MX2menggan_onshorewind_existing2030,0.0,0.0,0.0,0.1,0.0,0.0,0.0
MX2menghu_onshorewind_existing2030,0.0,0.0,0.1,0.0,0.0,0.0,0.0
MX2mengsu_onshorewind_existing2030,0.0,0.0,0.1,0.0,0.0,0.0,0.0
MX2mengwan_onshorewind_existing2030,0.0,0.0,0.1,0.0,0.0,0.0,0.0
JL2songliao_onshorewind_existing2030,0.1,0.0,0.0,0.0,0.0,0.0,0.0
MX2jilu_onshorewind_existing2030,0.1,0.0,0.0,0.0,0.0,0.0,0.0
MX2jingjinji_onshorewind_existing2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jibei_offshorewind_existing20302,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shandong_offshorewind_existing20301,0.1,0.0,0.0,0.0,0.0,0.0,0.0
liaoning_offshorewind_existing20301,0.0,0.1,0.0,0.0,0.0,0.0,0.0
shanghai_offshorewind_existing20301,0.0,0.0,0.1,0.0,0.0,0.0,0.0
jiangsu_offshorewind_existing20301,0.0,0.0,0.1,0.0,0.0,0.0,0.0
zhejiang_offshorewind_existing20301,0.0,0.0,0.1,0.0,0.0,0.0,0.0
fujian_offshorewind_existing20301,0.0,0.0,0.1,0.0,0.0,0.0,0.0
fujian_offshorewind_existing20302,0.0,0.0,0.1,0.0,0.0,0.0,0.0
guangdong_offshorewind_existing20302,0.0,0.0,0.0,0.0,0.0,0.0,0.1
guangdong_offshorewind_existing20305,0.0,0.0,0.0,0.0,0.0,0.0,0.1
guangxi_offshorewind_existing20301,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hainan_offshorewind_existing20303,0.0,0.0,0.0,0.0,0.0,0.0,0.1
hainan_offshorewind_existing20305,0.0,0.0,0.0,0.0,0.0,0.0,0.1
beijing_upv_candidate1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_upv_candidate1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
beijing_upv_candidate2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_upv_candidate2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_upv_candidate2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
beijing_upv_candidate3,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_upv_candidate3,0.1,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_upv_candidate3,0.1,0.0,0.0,0.0,0.0,0.0,0.0
beijing_upv_candidate4,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_upv_candidate4,0.1,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_upv_candidate4,0.1,0.0,0.0,0.0,0.0,0.0,0.0
beijing_upv_candidate5,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_upv_candidate5,0.1,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_upv_candidate5,0.1,0.0,0.0,0.0,0.0,0.0,0.0
beijing_upv_candidate6,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_upv_candidate6,0.1,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_upv_candidate6,0.1,0.0,0.0,0.0,0.0,0.0,0.0
beijing_upv_candidate7,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_upv_candidate7,0.1,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_upv_candidate7,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_upv_candidate8,0.1,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_upv_candidate8,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_upv_candidate9,0.1,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_upv_candidate9,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_upv_candidate10,0.1,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_upv_candidate10,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_upv_candidate11,0.1,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_upv_candidate11,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_upv_candidate12,0.1,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_upv_candidate12,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_upv_candidate13,0.1,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_upv_candidate13,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jibei_upv_candidate14,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_upv_candidate1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_upv_candidate2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_upv_candidate3,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_upv_candidate4,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_upv_candidate5,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_upv_candidate6,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_upv_candidate7,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_upv_candidate8,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_upv_candidate9,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_upv_candidate10,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_upv_candidate11,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_upv_candidate12,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_upv_candidate13,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_upv_candidate14,0.1,0.0,0.0,0.0,0.0,0.0,0.0
jinan_upv_candidate15,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_upv_candidate1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_upv_candidate2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_upv_candidate3,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_upv_candidate4,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_upv_candidate5,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_upv_candidate6,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_upv_candidate7,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_upv_candidate8,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_upv_candidate9,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_upv_candidate10,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_upv_candidate11,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_upv_candidate12,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_upv_candidate13,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_upv_candidate14,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shandong_upv_candidate1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shandong_upv_candidate2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shandong_upv_candidate3,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shandong_upv_candidate4,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shandong_upv_candidate5,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shandong_upv_candidate6,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shandong_upv_candidate7,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shandong_upv_candidate8,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shandong_upv_candidate9,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shandong_upv_candidate10,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shandong_upv_candidate11,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shandong_upv_candidate12,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shandong_upv_candidate13,0.1,0.0,0.0,0.0,0.0,0.0,0.0
shandong_upv_candidate14,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_upv_candidate1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_upv_candidate2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_upv_candidate3,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_upv_candidate4,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_upv_candidate5,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_upv_candidate6,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_upv_candidate7,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_upv_candidate8,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_upv_candidate9,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_upv_candidate10,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_upv_candidate11,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_upv_candidate12,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_upv_candidate13,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_upv_candidate14,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_upv_candidate15,0.1,0.0,0.0,0.0,0.0,0.0,0.0
mengdong_upv_candidate1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
mengdong_upv_candidate2,0.0,0.1,0.0,0.0,0.0,0.0,0.0
mengdong_upv_candidate3,0.0,0.1,0.0,0.0,0.0,0.0,0.0
mengdong_upv_candidate4,0.0,0.1,0.0,0.0,0.0,0.0,0.0
mengdong_upv_candidate5,0.0,0.1,0.0,0.0,0.0,0.0,0.0
mengdong_upv_candidate6,0.0,0.1,0.0,0.0,0.0,0.0,0.0
mengdong_upv_candidate7,0.0,0.1,0.0,0.0,0.0,0.0,0.0
